resume_text,experience_years,role,skills,education,selected
"Web Developer with 0 years experience. Skilled in Machine Learning, JavaScript, Flask, Node.js. Education: BCA.",0,Web Developer,"Machine Learning, JavaScript, Flask, Node.js",BCA,0
"DevOps Engineer with 2 years experience. Skilled in Deep Learning, Python, Docker, PyTorch, JavaScript, Data Analysis, TensorFlow. Education: M.Tech.",2,DevOps Engineer,"Deep Learning, Python, Docker, PyTorch, JavaScript, Data Analysis, TensorFlow",M.Tech,1
"Web Developer with 1 years experience. Skilled in React, Kubernetes, Django, Git, Pandas, AWS, Python. Education: B.Sc Computer Science.",1,Web Developer,"React, Kubernetes, Django, Git, Pandas, AWS, Python",B.Sc Computer Science,1
"Machine Learning Engineer with 6 years experience. Skilled in Machine Learning, HTML, Deep Learning, AWS, Node.js. Education: B.Sc Computer Science.",6,Machine Learning Engineer,"Machine Learning, HTML, Deep Learning, AWS, Node.js",B.Sc Computer Science,0
"Data Scientist with 1 years experience. Skilled in AWS, SQL, CSS, Flask, Machine Learning, Java, C++, Data Analysis. Education: M.Tech.",1,Data Scientist,"AWS, SQL, CSS, Flask, Machine Learning, Java, C++, Data Analysis",M.Tech,0
"Web Developer with 3 years experience. Skilled in HTML, Machine Learning, Git, PyTorch, Pandas, Kubernetes, SQL, Docker. Education: BCA.",3,Web Developer,"HTML, Machine Learning, Git, PyTorch, Pandas, Kubernetes, SQL, Docker",BCA,0
"Machine Learning Engineer with 7 years experience. Skilled in Python, AWS, Flask, Kubernetes, Docker, Java, JavaScript, TensorFlow. Education: M.Tech.",7,Machine Learning Engineer,"Python, AWS, Flask, Kubernetes, Docker, Java, JavaScript, TensorFlow",M.Tech,1
"DevOps Engineer with 5 years experience. Skilled in Machine Learning, PyTorch, Docker, Git, Data Analysis, Node.js, JavaScript. Education: BCA.",5,DevOps Engineer,"Machine Learning, PyTorch, Docker, Git, Data Analysis, Node.js, JavaScript",BCA,1
"Web Developer with 3 years experience. Skilled in Django, Machine Learning, PyTorch, Python, Java, CSS. Education: MCA.",3,Web Developer,"Django, Machine Learning, PyTorch, Python, Java, CSS",MCA,1
"DevOps Engineer with 3 years experience. Skilled in HTML, Python, Pandas, Java, React, SQL, C++, NumPy. Education: BCA.",3,DevOps Engineer,"HTML, Python, Pandas, Java, React, SQL, C++, NumPy",BCA,1
"Data Scientist with 6 years experience. Skilled in Python, C++, PyTorch, Machine Learning, AWS, TensorFlow, Git, Django. Education: M.Tech.",6,Data Scientist,"Python, C++, PyTorch, Machine Learning, AWS, TensorFlow, Git, Django",M.Tech,1
"Machine Learning Engineer with 5 years experience. Skilled in Node.js, Deep Learning, PyTorch, NumPy, Pandas, Python, Java, Docker. Education: B.Tech.",5,Machine Learning Engineer,"Node.js, Deep Learning, PyTorch, NumPy, Pandas, Python, Java, Docker",B.Tech,1
"Frontend Developer with 7 years experience. Skilled in Deep Learning, Django, Pandas, Git, NumPy, Flask, Node.js. Education: B.Sc Computer Science.",7,Frontend Developer,"Deep Learning, Django, Pandas, Git, NumPy, Flask, Node.js",B.Sc Computer Science,0
"Data Scientist with 6 years experience. Skilled in Django, Data Analysis, SQL, JavaScript, Java, React, NumPy, AWS. Education: BCA.",6,Data Scientist,"Django, Data Analysis, SQL, JavaScript, Java, React, NumPy, AWS",BCA,1
"Web Developer with 5 years experience. Skilled in Django, AWS, SQL, Node.js. Education: BCA.",5,Web Developer,"Django, AWS, SQL, Node.js",BCA,0
"Backend Developer with 4 years experience. Skilled in Django, Java, Kubernetes, Flask, Node.js, SQL, TensorFlow. Education: BCA.",4,Backend Developer,"Django, Java, Kubernetes, Flask, Node.js, SQL, TensorFlow",BCA,0
"Data Scientist with 5 years experience. Skilled in Git, Docker, TensorFlow, JavaScript, Deep Learning, HTML. Education: MCA.",5,Data Scientist,"Git, Docker, TensorFlow, JavaScript, Deep Learning, HTML",MCA,1
"Backend Developer with 1 years experience. Skilled in Pandas, AWS, React, Kubernetes, Node.js, JavaScript, Git. Education: B.Tech.",1,Backend Developer,"Pandas, AWS, React, Kubernetes, Node.js, JavaScript, Git",B.Tech,1
"Backend Developer with 6 years experience. Skilled in CSS, Flask, Data Analysis, Kubernetes, TensorFlow, JavaScript. Education: B.Sc Computer Science.",6,Backend Developer,"CSS, Flask, Data Analysis, Kubernetes, TensorFlow, JavaScript",B.Sc Computer Science,1
"Web Developer with 1 years experience. Skilled in Machine Learning, Python, SQL, Flask, React, NumPy. Education: BCA.",1,Web Developer,"Machine Learning, Python, SQL, Flask, React, NumPy",BCA,1
"Frontend Developer with 6 years experience. Skilled in C++, SQL, Django, Machine Learning, JavaScript, React, Data Analysis, Pandas. Education: MCA.",6,Frontend Developer,"C++, SQL, Django, Machine Learning, JavaScript, React, Data Analysis, Pandas",MCA,1
"Web Developer with 3 years experience. Skilled in React, Data Analysis, Kubernetes, Git, PyTorch, Python, JavaScript, AWS. Education: M.Tech.",3,Web Developer,"React, Data Analysis, Kubernetes, Git, PyTorch, Python, JavaScript, AWS",M.Tech,1
"Frontend Developer with 0 years experience. Skilled in JavaScript, C++, Java, Flask, HTML, Pandas, SQL, Data Analysis. Education: B.Sc Computer Science.",0,Frontend Developer,"JavaScript, C++, Java, Flask, HTML, Pandas, SQL, Data Analysis",B.Sc Computer Science,0
"Backend Developer with 1 years experience. Skilled in Pandas, CSS, Machine Learning, C++. Education: M.Tech.",1,Backend Developer,"Pandas, CSS, Machine Learning, C++",M.Tech,0
"Machine Learning Engineer with 0 years experience. Skilled in CSS, AWS, Java, PyTorch, HTML, C++, Pandas. Education: MCA.",0,Machine Learning Engineer,"CSS, AWS, Java, PyTorch, HTML, C++, Pandas",MCA,0
"Frontend Developer with 0 years experience. Skilled in Flask, Deep Learning, CSS, Django, TensorFlow, PyTorch, NumPy. Education: B.Tech.",0,Frontend Developer,"Flask, Deep Learning, CSS, Django, TensorFlow, PyTorch, NumPy",B.Tech,0
"Backend Developer with 2 years experience. Skilled in Deep Learning, Machine Learning, Data Analysis, Node.js. Education: B.Sc Computer Science.",2,Backend Developer,"Deep Learning, Machine Learning, Data Analysis, Node.js",B.Sc Computer Science,0
"Backend Developer with 4 years experience. Skilled in C++, Machine Learning, Deep Learning, Python, Docker, TensorFlow, NumPy, AWS. Education: BCA.",4,Backend Developer,"C++, Machine Learning, Deep Learning, Python, Docker, TensorFlow, NumPy, AWS",BCA,1
"Machine Learning Engineer with 7 years experience. Skilled in React, Kubernetes, NumPy, SQL, Python. Education: M.Tech.",7,Machine Learning Engineer,"React, Kubernetes, NumPy, SQL, Python",M.Tech,1
"Frontend Developer with 5 years experience. Skilled in Data Analysis, HTML, TensorFlow, React, Django, Kubernetes. Education: B.Tech.",5,Frontend Developer,"Data Analysis, HTML, TensorFlow, React, Django, Kubernetes",B.Tech,0
"Machine Learning Engineer with 6 years experience. Skilled in Python, Docker, AWS, Django, JavaScript, PyTorch. Education: M.Tech.",6,Machine Learning Engineer,"Python, Docker, AWS, Django, JavaScript, PyTorch",M.Tech,1
"DevOps Engineer with 1 years experience. Skilled in SQL, Flask, C++, React. Education: B.Sc Computer Science.",1,DevOps Engineer,"SQL, Flask, C++, React",B.Sc Computer Science,0
"Backend Developer with 1 years experience. Skilled in Git, Deep Learning, Node.js, Flask, C++, CSS, Django, Pandas. Education: BCA.",1,Backend Developer,"Git, Deep Learning, Node.js, Flask, C++, CSS, Django, Pandas",BCA,0
"Frontend Developer with 3 years experience. Skilled in JavaScript, Python, Flask, Deep Learning, Pandas, Data Analysis. Education: BCA.",3,Frontend Developer,"JavaScript, Python, Flask, Deep Learning, Pandas, Data Analysis",BCA,1
"Data Scientist with 6 years experience. Skilled in HTML, Node.js, TensorFlow, AWS, PyTorch, React. Education: M.Tech.",6,Data Scientist,"HTML, Node.js, TensorFlow, AWS, PyTorch, React",M.Tech,0
"Frontend Developer with 2 years experience. Skilled in NumPy, Docker, SQL, Git, Data Analysis. Education: B.Sc Computer Science.",2,Frontend Developer,"NumPy, Docker, SQL, Git, Data Analysis",B.Sc Computer Science,0
"Backend Developer with 4 years experience. Skilled in SQL, AWS, React, Kubernetes, JavaScript. Education: M.Tech.",4,Backend Developer,"SQL, AWS, React, Kubernetes, JavaScript",M.Tech,1
"DevOps Engineer with 1 years experience. Skilled in CSS, Flask, Kubernetes, React, Django, JavaScript. Education: B.Tech.",1,DevOps Engineer,"CSS, Flask, Kubernetes, React, Django, JavaScript",B.Tech,1
"DevOps Engineer with 2 years experience. Skilled in Git, Flask, PyTorch, Django, AWS, Python, HTML, TensorFlow. Education: M.Tech.",2,DevOps Engineer,"Git, Flask, PyTorch, Django, AWS, Python, HTML, TensorFlow",M.Tech,1
"Data Scientist with 1 years experience. Skilled in NumPy, Flask, Machine Learning, Deep Learning, Python, Pandas. Education: MCA.",1,Data Scientist,"NumPy, Flask, Machine Learning, Deep Learning, Python, Pandas",MCA,1
"Machine Learning Engineer with 6 years experience. Skilled in Deep Learning, Pandas, PyTorch, Python, Machine Learning, Kubernetes. Education: MCA.",6,Machine Learning Engineer,"Deep Learning, Pandas, PyTorch, Python, Machine Learning, Kubernetes",MCA,1
"DevOps Engineer with 6 years experience. Skilled in Java, Pandas, Machine Learning, React, Django, CSS, Python. Education: BCA.",6,DevOps Engineer,"Java, Pandas, Machine Learning, React, Django, CSS, Python",BCA,1
"DevOps Engineer with 4 years experience. Skilled in AWS, Machine Learning, PyTorch, Node.js, Deep Learning. Education: B.Tech.",4,DevOps Engineer,"AWS, Machine Learning, PyTorch, Node.js, Deep Learning",B.Tech,0
"Web Developer with 3 years experience. Skilled in Deep Learning, Kubernetes, Flask, React, Data Analysis. Education: BCA.",3,Web Developer,"Deep Learning, Kubernetes, Flask, React, Data Analysis",BCA,0
"Data Scientist with 5 years experience. Skilled in HTML, Pandas, Python, SQL, AWS, PyTorch, Kubernetes. Education: BCA.",5,Data Scientist,"HTML, Pandas, Python, SQL, AWS, PyTorch, Kubernetes",BCA,1
"Backend Developer with 5 years experience. Skilled in Java, Data Analysis, TensorFlow, CSS, AWS, PyTorch, Machine Learning, Django. Education: B.Sc Computer Science.",5,Backend Developer,"Java, Data Analysis, TensorFlow, CSS, AWS, PyTorch, Machine Learning, Django",B.Sc Computer Science,0
"Frontend Developer with 5 years experience. Skilled in CSS, Docker, Java, Node.js, PyTorch, Machine Learning, Pandas. Education: MCA.",5,Frontend Developer,"CSS, Docker, Java, Node.js, PyTorch, Machine Learning, Pandas",MCA,0
"Data Scientist with 0 years experience. Skilled in Python, C++, Machine Learning, NumPy, Data Analysis, CSS, Pandas, JavaScript. Education: MCA.",0,Data Scientist,"Python, C++, Machine Learning, NumPy, Data Analysis, CSS, Pandas, JavaScript",MCA,0
"Frontend Developer with 2 years experience. Skilled in Java, Docker, TensorFlow, Django. Education: BCA.",2,Frontend Developer,"Java, Docker, TensorFlow, Django",BCA,0
"Data Scientist with 6 years experience. Skilled in SQL, NumPy, JavaScript, Node.js, Java. Education: M.Tech.",6,Data Scientist,"SQL, NumPy, JavaScript, Node.js, Java",M.Tech,1
"Web Developer with 6 years experience. Skilled in JavaScript, NumPy, Machine Learning, Docker, Kubernetes. Education: B.Sc Computer Science.",6,Web Developer,"JavaScript, NumPy, Machine Learning, Docker, Kubernetes",B.Sc Computer Science,1
"Frontend Developer with 0 years experience. Skilled in Node.js, Machine Learning, SQL, PyTorch, Flask, Django, Python, HTML. Education: B.Sc Computer Science.",0,Frontend Developer,"Node.js, Machine Learning, SQL, PyTorch, Flask, Django, Python, HTML",B.Sc Computer Science,0
"Machine Learning Engineer with 1 years experience. Skilled in Deep Learning, PyTorch, Git, Kubernetes, TensorFlow, Python. Education: M.Tech.",1,Machine Learning Engineer,"Deep Learning, PyTorch, Git, Kubernetes, TensorFlow, Python",M.Tech,1
"Frontend Developer with 6 years experience. Skilled in JavaScript, TensorFlow, C++, Deep Learning, PyTorch. Education: B.Sc Computer Science.",6,Frontend Developer,"JavaScript, TensorFlow, C++, Deep Learning, PyTorch",B.Sc Computer Science,1
"Web Developer with 2 years experience. Skilled in Django, Flask, HTML, Data Analysis, SQL, PyTorch, C++. Education: BCA.",2,Web Developer,"Django, Flask, HTML, Data Analysis, SQL, PyTorch, C++",BCA,0
"Web Developer with 7 years experience. Skilled in HTML, TensorFlow, NumPy, Git, Data Analysis. Education: M.Tech.",7,Web Developer,"HTML, TensorFlow, NumPy, Git, Data Analysis",M.Tech,0
"Frontend Developer with 0 years experience. Skilled in Deep Learning, Python, TensorFlow, Data Analysis, Docker, Kubernetes, React. Education: BCA.",0,Frontend Developer,"Deep Learning, Python, TensorFlow, Data Analysis, Docker, Kubernetes, React",BCA,0
"Web Developer with 7 years experience. Skilled in SQL, Pandas, CSS, React, HTML, Docker, NumPy. Education: B.Tech.",7,Web Developer,"SQL, Pandas, CSS, React, HTML, Docker, NumPy",B.Tech,0
"Data Scientist with 7 years experience. Skilled in Django, Docker, CSS, NumPy. Education: B.Tech.",7,Data Scientist,"Django, Docker, CSS, NumPy",B.Tech,0
"Machine Learning Engineer with 1 years experience. Skilled in CSS, SQL, Node.js, AWS, Java, C++, TensorFlow. Education: BCA.",1,Machine Learning Engineer,"CSS, SQL, Node.js, AWS, Java, C++, TensorFlow",BCA,0
"Frontend Developer with 3 years experience. Skilled in HTML, Data Analysis, Node.js, Java, Pandas. Education: B.Tech.",3,Frontend Developer,"HTML, Data Analysis, Node.js, Java, Pandas",B.Tech,0
"DevOps Engineer with 0 years experience. Skilled in Flask, HTML, PyTorch, Python, Django, NumPy. Education: B.Sc Computer Science.",0,DevOps Engineer,"Flask, HTML, PyTorch, Python, Django, NumPy",B.Sc Computer Science,0
"DevOps Engineer with 0 years experience. Skilled in CSS, Django, Deep Learning, SQL, JavaScript, C++. Education: MCA.",0,DevOps Engineer,"CSS, Django, Deep Learning, SQL, JavaScript, C++",MCA,0
"Frontend Developer with 6 years experience. Skilled in AWS, PyTorch, React, Machine Learning, CSS, Data Analysis, Flask. Education: M.Tech.",6,Frontend Developer,"AWS, PyTorch, React, Machine Learning, CSS, Data Analysis, Flask",M.Tech,0
"Data Scientist with 2 years experience. Skilled in NumPy, TensorFlow, Machine Learning, PyTorch, HTML, Django, Docker, Git. Education: B.Tech.",2,Data Scientist,"NumPy, TensorFlow, Machine Learning, PyTorch, HTML, Django, Docker, Git",B.Tech,0
"Data Scientist with 6 years experience. Skilled in CSS, Data Analysis, TensorFlow, Django, Python, Flask. Education: M.Tech.",6,Data Scientist,"CSS, Data Analysis, TensorFlow, Django, Python, Flask",M.Tech,1
"Web Developer with 1 years experience. Skilled in Machine Learning, Django, NumPy, CSS. Education: B.Sc Computer Science.",1,Web Developer,"Machine Learning, Django, NumPy, CSS",B.Sc Computer Science,0
"Frontend Developer with 7 years experience. Skilled in Data Analysis, Kubernetes, Machine Learning, C++, Flask, CSS. Education: B.Sc Computer Science.",7,Frontend Developer,"Data Analysis, Kubernetes, Machine Learning, C++, Flask, CSS",B.Sc Computer Science,0
"Backend Developer with 4 years experience. Skilled in AWS, SQL, JavaScript, Django, Docker, Flask, Git. Education: B.Sc Computer Science.",4,Backend Developer,"AWS, SQL, JavaScript, Django, Docker, Flask, Git",B.Sc Computer Science,1
"Frontend Developer with 0 years experience. Skilled in Machine Learning, Java, Python, Flask, React. Education: BCA.",0,Frontend Developer,"Machine Learning, Java, Python, Flask, React",BCA,0
"Data Scientist with 5 years experience. Skilled in Git, AWS, React, Java. Education: B.Tech.",5,Data Scientist,"Git, AWS, React, Java",B.Tech,0
"Data Scientist with 6 years experience. Skilled in SQL, Django, Pandas, AWS. Education: B.Tech.",6,Data Scientist,"SQL, Django, Pandas, AWS",B.Tech,0
"Frontend Developer with 2 years experience. Skilled in Pandas, AWS, NumPy, Machine Learning, Flask. Education: B.Sc Computer Science.",2,Frontend Developer,"Pandas, AWS, NumPy, Machine Learning, Flask",B.Sc Computer Science,0
"Frontend Developer with 0 years experience. Skilled in Flask, Machine Learning, React, PyTorch. Education: BCA.",0,Frontend Developer,"Flask, Machine Learning, React, PyTorch",BCA,0
"Backend Developer with 5 years experience. Skilled in Flask, JavaScript, Django, Kubernetes, Git, React, AWS, CSS. Education: B.Sc Computer Science.",5,Backend Developer,"Flask, JavaScript, Django, Kubernetes, Git, React, AWS, CSS",B.Sc Computer Science,1
"DevOps Engineer with 7 years experience. Skilled in TensorFlow, Deep Learning, CSS, Python, Django, Machine Learning. Education: M.Tech.",7,DevOps Engineer,"TensorFlow, Deep Learning, CSS, Python, Django, Machine Learning",M.Tech,1
"Data Scientist with 6 years experience. Skilled in Data Analysis, Deep Learning, Node.js, Flask. Education: B.Sc Computer Science.",6,Data Scientist,"Data Analysis, Deep Learning, Node.js, Flask",B.Sc Computer Science,0
"Backend Developer with 6 years experience. Skilled in React, Kubernetes, TensorFlow, SQL. Education: BCA.",6,Backend Developer,"React, Kubernetes, TensorFlow, SQL",BCA,0
